时间戳	借车需求	还车需求
2024-06-23 00:00	8	13
2024-06-23 00:15	6	11
2024-06-23 00:30	7	12
2024-06-23 00:45	12	17
2024-06-23 01:00	14	19
2024-06-23 01:15	11	18
2024-06-23 01:30	12	19
2024-06-23 01:45	18	22
2024-06-23 02:00	16	22
2024-06-23 02:15	18	22
2024-06-23 02:30	16	24
2024-06-23 02:45	15	16
2024-06-23 03:00	21	24
2024-06-23 03:15	22	28
2024-06-23 03:30	13	23
2024-06-23 03:45	23	28
2024-06-23 04:00	23	21
2024-06-23 04:15	26	23
2024-06-23 04:30	21	19
2024-06-23 04:45	23	24
2024-06-23 05:00	29	28
2024-06-23 05:15	27	12
2024-06-23 05:30	35	32
2024-06-23 05:45	26	15
2024-06-23 06:00	24	25
2024-06-23 06:15	26	18
2024-06-23 06:30	18	13
2024-06-23 06:45	27	26
2024-06-23 07:00	34	19
2024-06-23 07:15	23	11
2024-06-23 07:30	39	25
2024-06-23 07:45	41	28
2024-06-23 08:00	24	28
2024-06-23 08:15	47	19
2024-06-23 08:30	22	25
2024-06-23 08:45	25	28
2024-06-23 09:00	21	24
2024-06-23 09:15	33	11
2024-06-23 09:30	43	29
2024-06-23 09:45	25	19
2024-06-23 10:00	44	20
2024-06-23 10:15	31	9
2024-06-23 10:30	24	24
2024-06-23 10:45	47	27
2024-06-23 11:00	48	15
2024-06-23 11:15	26	10
2024-06-23 11:30	43	24
2024-06-23 11:45	21	14
2024-06-23 12:00	33	22
2024-06-23 12:15	24	13
2024-06-23 12:30	45	19
2024-06-23 12:45	40	21
2024-06-23 13:00	40	24
2024-06-23 13:15	20	34
2024-06-23 13:30	43	38
2024-06-23 13:45	28	37
2024-06-23 14:00	26	32
2024-06-23 14:15	28	22
2024-06-23 14:30	24	18
2024-06-23 14:45	22	27
2024-06-23 15:00	41	28
2024-06-23 15:15	26	33
2024-06-23 15:30	25	30
2024-06-23 15:45	32	26
2024-06-23 16:00	32	38
2024-06-23 16:15	21	18
2024-06-23 16:30	9	21
2024-06-23 16:45	34	38
2024-06-23 17:00	17	33
2024-06-23 17:15	27	15
2024-06-23 17:30	12	27
2024-06-23 17:45	20	23
2024-06-23 18:00	14	29
2024-06-23 18:15	22	17
2024-06-23 18:30	14	25
2024-06-23 18:45	22	27
2024-06-23 19:00	19	23
2024-06-23 19:15	8	16
2024-06-23 19:30	13	24
2024-06-23 19:45	17	23
2024-06-23 20:00	20	28
2024-06-23 20:15	17	28
2024-06-23 20:30	13	27
2024-06-23 20:45	14	27
2024-06-23 21:00	19	23
2024-06-23 21:15	21	24
2024-06-23 21:30	25	25
2024-06-23 21:45	22	24
2024-06-23 22:00	20	23
2024-06-23 22:15	23	27
2024-06-23 22:30	24	29
2024-06-23 22:45	20	24
2024-06-23 23:00	30	31
2024-06-23 23:15	26	26
2024-06-23 23:30	30	31
2024-06-23 23:45	32	31
