时间戳	借车需求	还车需求
2024-06-19 00:00	0	0
2024-06-19 00:15	0	0
2024-06-19 00:30	0	0
2024-06-19 00:45	0	0
2024-06-19 01:00	0	0
2024-06-19 01:15	0	0
2024-06-19 01:30	0	0
2024-06-19 01:45	0	0
2024-06-19 02:00	0	0
2024-06-19 02:15	0	0
2024-06-19 02:30	0	0
2024-06-19 02:45	0	0
2024-06-19 03:00	0	0
2024-06-19 03:15	0	0
2024-06-19 03:30	0	0
2024-06-19 03:45	0	0
2024-06-19 04:00	0	0
2024-06-19 04:15	0	0
2024-06-19 04:30	0	0
2024-06-19 04:45	0	0
2024-06-19 05:00	0	0
2024-06-19 05:15	0	1
2024-06-19 05:30	1	1
2024-06-19 05:45	1	1
2024-06-19 06:00	1	2
2024-06-19 06:15	2	2
2024-06-19 06:30	2	4
2024-06-19 06:45	2	5
2024-06-19 07:00	6	4
2024-06-19 07:15	9	19
2024-06-19 07:30	8	26
2024-06-19 07:45	19	24
2024-06-19 08:00	30	19
2024-06-19 08:15	24	21
2024-06-19 08:30	22	12
2024-06-19 08:45	24	11
2024-06-19 09:00	12	13
2024-06-19 09:15	7	7
2024-06-19 09:30	9	5
2024-06-19 09:45	6	5
2024-06-19 10:00	5	6
2024-06-19 10:15	6	6
2024-06-19 10:30	6	7
2024-06-19 10:45	7	11
2024-06-19 11:00	7	11
2024-06-19 11:15	9	11
2024-06-19 11:30	10	18
2024-06-19 11:45	8	18
2024-06-19 12:00	17	12
2024-06-19 12:15	21	10
2024-06-19 12:30	16	10
2024-06-19 12:45	11	7
2024-06-19 13:00	11	7
2024-06-19 13:15	9	7
2024-06-19 13:30	6	4
2024-06-19 13:45	7	3
2024-06-19 14:00	4	6
2024-06-19 14:15	3	6
2024-06-19 14:30	5	8
2024-06-19 14:45	5	7
2024-06-19 15:00	6	7
2024-06-19 15:15	7	8
2024-06-19 15:30	6	8
2024-06-19 15:45	8	12
2024-06-19 16:00	9	10
2024-06-19 16:15	8	15
2024-06-19 16:30	12	13
2024-06-19 16:45	12	16
2024-06-19 17:00	18	24
2024-06-19 17:15	21	23
2024-06-19 17:30	19	23
2024-06-19 17:45	21	21
2024-06-19 18:00	23	21
2024-06-19 18:15	21	18
2024-06-19 18:30	16	16
2024-06-19 18:45	18	16
2024-06-19 19:00	11	9
2024-06-19 19:15	6	5
2024-06-19 19:30	7	3
2024-06-19 19:45	4	3
2024-06-19 20:00	3	2
2024-06-19 20:15	3	3
2024-06-19 20:30	2	1
2024-06-19 20:45	1	1
2024-06-19 21:00	1	1
2024-06-19 21:15	1	1
2024-06-19 21:30	1	0
2024-06-19 21:45	0	0
2024-06-19 22:00	0	0
2024-06-19 22:15	0	0
2024-06-19 22:30	0	0
2024-06-19 22:45	0	0
2024-06-19 23:00	0	0
2024-06-19 23:15	0	0
2024-06-19 23:30	0	0
2024-06-19 23:45	0	0
