时间戳	借车需求	还车需求
2024-06-27 00:00	0	0
2024-06-27 00:15	0	0
2024-06-27 00:30	0	0
2024-06-27 00:45	0	0
2024-06-27 01:00	1	0
2024-06-27 01:15	1	0
2024-06-27 01:30	1	0
2024-06-27 01:45	1	1
2024-06-27 02:00	1	1
2024-06-27 02:15	1	0
2024-06-27 02:30	1	1
2024-06-27 02:45	1	1
2024-06-27 03:00	1	1
2024-06-27 03:15	1	1
2024-06-27 03:30	2	1
2024-06-27 03:45	2	1
2024-06-27 04:00	3	1
2024-06-27 04:15	2	1
2024-06-27 04:30	4	1
2024-06-27 04:45	4	2
2024-06-27 05:00	5	1
2024-06-27 05:15	2	1
2024-06-27 05:30	7	4
2024-06-27 05:45	5	4
2024-06-27 06:00	9	4
2024-06-27 06:15	7	2
2024-06-27 06:30	12	4
2024-06-27 06:45	17	7
2024-06-27 07:00	12	13
2024-06-27 07:15	37	4
2024-06-27 07:30	36	4
2024-06-27 07:45	55	9
2024-06-27 08:00	54	7
2024-06-27 08:15	59	37
2024-06-27 08:30	43	18
2024-06-27 08:45	46	29
2024-06-27 09:00	32	27
2024-06-27 09:15	31	46
2024-06-27 09:30	33	23
2024-06-27 09:45	23	41
2024-06-27 10:00	23	49
2024-06-27 10:15	15	35
2024-06-27 10:30	20	33
2024-06-27 10:45	20	28
2024-06-27 11:00	33	14
2024-06-27 11:15	27	13
2024-06-27 11:30	37	23
2024-06-27 11:45	19	18
2024-06-27 12:00	38	32
2024-06-27 12:15	43	20
2024-06-27 12:30	31	30
2024-06-27 12:45	27	45
2024-06-27 13:00	28	19
2024-06-27 13:15	20	14
2024-06-27 13:30	24	23
2024-06-27 13:45	24	29
2024-06-27 14:00	15	18
2024-06-27 14:15	20	27
2024-06-27 14:30	20	25
2024-06-27 14:45	19	19
2024-06-27 15:00	34	22
2024-06-27 15:15	29	17
2024-06-27 15:30	36	20
2024-06-27 15:45	30	20
2024-06-27 16:00	43	17
2024-06-27 16:15	42	23
2024-06-27 16:30	50	31
2024-06-27 16:45	49	36
2024-06-27 17:00	56	34
2024-06-27 17:15	57	32
2024-06-27 17:30	58	34
2024-06-27 17:45	59	46
2024-06-27 18:00	56	50
2024-06-27 18:15	85	38
2024-06-27 18:30	47	47
2024-06-27 18:45	72	41
2024-06-27 19:00	77	67
2024-06-27 19:15	53	69
2024-06-27 19:30	60	51
2024-06-27 19:45	27	65
2024-06-27 20:00	26	69
2024-06-27 20:15	34	78
2024-06-27 20:30	31	69
2024-06-27 20:45	33	43
2024-06-27 21:00	33	38
2024-06-27 21:15	23	25
2024-06-27 21:30	20	27
2024-06-27 21:45	22	24
2024-06-27 22:00	7	20
2024-06-27 22:15	7	22
2024-06-27 22:30	5	6
2024-06-27 22:45	2	5
2024-06-27 23:00	3	6
2024-06-27 23:15	2	6
2024-06-27 23:30	2	7
2024-06-27 23:45	0	6
