时间戳	借车需求	还车需求
2024-06-19 00:00	1	0
2024-06-19 00:15	0	1
2024-06-19 00:30	1	1
2024-06-19 00:45	0	1
2024-06-19 01:00	1	0
2024-06-19 01:15	1	0
2024-06-19 01:30	1	0
2024-06-19 01:45	0	0
2024-06-19 02:00	0	0
2024-06-19 02:15	0	0
2024-06-19 02:30	0	0
2024-06-19 02:45	0	0
2024-06-19 03:00	0	0
2024-06-19 03:15	0	0
2024-06-19 03:30	0	0
2024-06-19 03:45	0	0
2024-06-19 04:00	0	0
2024-06-19 04:15	0	3
2024-06-19 04:30	0	3
2024-06-19 04:45	0	2
2024-06-19 05:00	3	2
2024-06-19 05:15	3	3
2024-06-19 05:30	2	2
2024-06-19 05:45	2	2
2024-06-19 06:00	3	2
2024-06-19 06:15	2	16
2024-06-19 06:30	2	16
2024-06-19 06:45	2	13
2024-06-19 07:00	16	19
2024-06-19 07:15	16	18
2024-06-19 07:30	11	14
2024-06-19 07:45	16	9
2024-06-19 08:00	17	16
2024-06-19 08:15	11	6
2024-06-19 08:30	9	4
2024-06-19 08:45	17	7
2024-06-19 09:00	6	8
2024-06-19 09:15	5	7
2024-06-19 09:30	5	13
2024-06-19 09:45	9	10
2024-06-19 10:00	7	6
2024-06-19 10:15	10	7
2024-06-19 10:30	9	5
2024-06-19 10:45	5	6
2024-06-19 11:00	7	7
2024-06-19 11:15	5	9
2024-06-19 11:30	7	6
2024-06-19 11:45	8	10
2024-06-19 12:00	7	6
2024-06-19 12:15	7	11
2024-06-19 12:30	9	13
2024-06-19 12:45	9	13
2024-06-19 13:00	11	10
2024-06-19 13:15	11	7
2024-06-19 13:30	11	6
2024-06-19 13:45	10	9
2024-06-19 14:00	6	6
2024-06-19 14:15	8	9
2024-06-19 14:30	9	8
2024-06-19 14:45	5	7
2024-06-19 15:00	7	7
2024-06-19 15:15	8	6
2024-06-19 15:30	7	5
2024-06-19 15:45	7	9
2024-06-19 16:00	6	7
2024-06-19 16:15	6	13
2024-06-19 16:30	9	18
2024-06-19 16:45	7	17
2024-06-19 17:00	16	14
2024-06-19 17:15	15	12
2024-06-19 17:30	16	10
2024-06-19 17:45	12	14
2024-06-19 18:00	10	11
2024-06-19 18:15	14	5
2024-06-19 18:30	14	7
2024-06-19 18:45	13	6
2024-06-19 19:00	4	6
2024-06-19 19:15	6	4
2024-06-19 19:30	6	3
2024-06-19 19:45	7	6
2024-06-19 20:00	4	4
2024-06-19 20:15	4	5
2024-06-19 20:30	7	6
2024-06-19 20:45	4	6
2024-06-19 21:00	6	4
2024-06-19 21:15	6	1
2024-06-19 21:30	7	1
2024-06-19 21:45	5	0
2024-06-19 22:00	1	1
2024-06-19 22:15	1	1
2024-06-19 22:30	0	0
2024-06-19 22:45	1	1
2024-06-19 23:00	1	1
2024-06-19 23:15	0	2
2024-06-19 23:30	2	1
2024-06-19 23:45	2	2
