时间戳	借车需求	还车需求
2024-06-25 00:00	0	0
2024-06-25 00:15	0	0
2024-06-25 00:30	0	0
2024-06-25 00:45	0	0
2024-06-25 01:00	0	0
2024-06-25 01:15	0	0
2024-06-25 01:30	0	0
2024-06-25 01:45	0	0
2024-06-25 02:00	0	0
2024-06-25 02:15	0	0
2024-06-25 02:30	0	0
2024-06-25 02:45	0	0
2024-06-25 03:00	0	0
2024-06-25 03:15	0	0
2024-06-25 03:30	0	0
2024-06-25 03:45	0	0
2024-06-25 04:00	0	0
2024-06-25 04:15	0	0
2024-06-25 04:30	1	1
2024-06-25 04:45	1	1
2024-06-25 05:00	1	1
2024-06-25 05:15	1	3
2024-06-25 05:30	4	3
2024-06-25 05:45	4	6
2024-06-25 06:00	6	6
2024-06-25 06:15	6	9
2024-06-25 06:30	7	7
2024-06-25 06:45	9	13
2024-06-25 07:00	6	21
2024-06-25 07:15	13	34
2024-06-25 07:30	21	35
2024-06-25 07:45	19	62
2024-06-25 08:00	26	50
2024-06-25 08:15	34	44
2024-06-25 08:30	31	26
2024-06-25 08:45	28	19
2024-06-25 09:00	31	16
2024-06-25 09:15	23	13
2024-06-25 09:30	16	16
2024-06-25 09:45	19	12
2024-06-25 10:00	12	7
2024-06-25 10:15	10	13
2024-06-25 10:30	15	16
2024-06-25 10:45	16	18
2024-06-25 11:00	13	23
2024-06-25 11:15	21	25
2024-06-25 11:30	23	29
2024-06-25 11:45	22	34
2024-06-25 12:00	29	40
2024-06-25 12:15	37	25
2024-06-25 12:30	29	21
2024-06-25 12:45	23	19
2024-06-25 13:00	25	16
2024-06-25 13:15	18	12
2024-06-25 13:30	15	12
2024-06-25 13:45	18	9
2024-06-25 14:00	10	7
2024-06-25 14:15	7	9
2024-06-25 14:30	9	13
2024-06-25 14:45	12	13
2024-06-25 15:00	12	16
2024-06-25 15:15	13	19
2024-06-25 15:30	16	18
2024-06-25 15:45	15	18
2024-06-25 16:00	21	21
2024-06-25 16:15	19	26
2024-06-25 16:30	23	29
2024-06-25 16:45	23	25
2024-06-25 17:00	31	37
2024-06-25 17:15	35	44
2024-06-25 17:30	34	37
2024-06-25 17:45	37	40
2024-06-25 18:00	44	38
2024-06-25 18:15	41	35
2024-06-25 18:30	40	37
2024-06-25 18:45	41	29
2024-06-25 19:00	35	28
2024-06-25 19:15	29	21
2024-06-25 19:30	31	19
2024-06-25 19:45	23	16
2024-06-25 20:00	16	12
2024-06-25 20:15	19	10
2024-06-25 20:30	12	9
2024-06-25 20:45	10	12
2024-06-25 21:00	10	9
2024-06-25 21:15	9	7
2024-06-25 21:30	9	6
2024-06-25 21:45	6	3
2024-06-25 22:00	3	1
2024-06-25 22:15	3	1
2024-06-25 22:30	1	1
2024-06-25 22:45	1	3
2024-06-25 23:00	1	0
2024-06-25 23:15	0	0
2024-06-25 23:30	0	0
2024-06-25 23:45	0	0
