时间戳	借车需求	还车需求
2024-06-23 00:00	0	0
2024-06-23 00:15	0	0
2024-06-23 00:30	0	0
2024-06-23 00:45	0	0
2024-06-23 01:00	0	0
2024-06-23 01:15	0	0
2024-06-23 01:30	0	0
2024-06-23 01:45	0	0
2024-06-23 02:00	0	0
2024-06-23 02:15	0	0
2024-06-23 02:30	0	0
2024-06-23 02:45	0	0
2024-06-23 03:00	0	0
2024-06-23 03:15	0	0
2024-06-23 03:30	0	0
2024-06-23 03:45	0	0
2024-06-23 04:00	0	0
2024-06-23 04:15	0	0
2024-06-23 04:30	0	0
2024-06-23 04:45	0	0
2024-06-23 05:00	0	0
2024-06-23 05:15	0	0
2024-06-23 05:30	1	1
2024-06-23 05:45	1	1
2024-06-23 06:00	2	2
2024-06-23 06:15	1	1
2024-06-23 06:30	1	2
2024-06-23 06:45	2	4
2024-06-23 07:00	9	10
2024-06-23 07:15	9	13
2024-06-23 07:30	15	22
2024-06-23 07:45	21	30
2024-06-23 08:00	19	24
2024-06-23 08:15	25	25
2024-06-23 08:30	25	18
2024-06-23 08:45	19	17
2024-06-23 09:00	16	15
2024-06-23 09:15	18	4
2024-06-23 09:30	12	6
2024-06-23 09:45	7	6
2024-06-23 10:00	9	4
2024-06-23 10:15	2	4
2024-06-23 10:30	6	6
2024-06-23 10:45	7	7
2024-06-23 11:00	5	7
2024-06-23 11:15	11	12
2024-06-23 11:30	11	17
2024-06-23 11:45	12	18
2024-06-23 12:00	15	16
2024-06-23 12:15	12	13
2024-06-23 12:30	16	13
2024-06-23 12:45	15	11
2024-06-23 13:00	9	9
2024-06-23 13:15	9	5
2024-06-23 13:30	6	6
2024-06-23 13:45	5	5
2024-06-23 14:00	6	4
2024-06-23 14:15	5	7
2024-06-23 14:30	6	7
2024-06-23 14:45	7	10
2024-06-23 15:00	6	11
2024-06-23 15:15	9	7
2024-06-23 15:30	12	7
2024-06-23 15:45	10	13
2024-06-23 16:00	7	11
2024-06-23 16:15	11	11
2024-06-23 16:30	13	21
2024-06-23 16:45	12	21
2024-06-23 17:00	18	28
2024-06-23 17:15	24	34
2024-06-23 17:30	22	44
2024-06-23 17:45	28	35
2024-06-23 18:00	34	33
2024-06-23 18:15	30	32
2024-06-23 18:30	34	29
2024-06-23 18:45	28	22
2024-06-23 19:00	22	21
2024-06-23 19:15	22	6
2024-06-23 19:30	16	5
2024-06-23 19:45	10	6
2024-06-23 20:00	12	6
2024-06-23 20:15	6	5
2024-06-23 20:30	2	1
2024-06-23 20:45	2	4
2024-06-23 21:00	2	2
2024-06-23 21:15	1	1
2024-06-23 21:30	1	1
2024-06-23 21:45	1	0
2024-06-23 22:00	0	0
2024-06-23 22:15	0	0
2024-06-23 22:30	0	0
2024-06-23 22:45	0	0
2024-06-23 23:00	0	0
2024-06-23 23:15	0	0
2024-06-23 23:30	0	0
2024-06-23 23:45	0	0
