时间戳	借车需求	还车需求
2024-06-30 00:00	0	3
2024-06-30 00:15	0	2
2024-06-30 00:30	0	1
2024-06-30 00:45	0	1
2024-06-30 01:00	1	1
2024-06-30 01:15	0	2
2024-06-30 01:30	0	2
2024-06-30 01:45	0	2
2024-06-30 02:00	0	2
2024-06-30 02:15	1	1
2024-06-30 02:30	0	1
2024-06-30 02:45	0	0
2024-06-30 03:00	1	2
2024-06-30 03:15	1	1
2024-06-30 03:30	1	2
2024-06-30 03:45	1	1
2024-06-30 04:00	0	1
2024-06-30 04:15	0	0
2024-06-30 04:30	0	2
2024-06-30 04:45	0	1
2024-06-30 05:00	0	1
2024-06-30 05:15	0	2
2024-06-30 05:30	1	1
2024-06-30 05:45	0	3
2024-06-30 06:00	1	2
2024-06-30 06:15	1	3
2024-06-30 06:30	2	2
2024-06-30 06:45	1	3
2024-06-30 07:00	3	5
2024-06-30 07:15	3	5
2024-06-30 07:30	4	6
2024-06-30 07:45	3	4
2024-06-30 08:00	3	3
2024-06-30 08:15	5	7
2024-06-30 08:30	5	6
2024-06-30 08:45	6	7
2024-06-30 09:00	6	7
2024-06-30 09:15	6	7
2024-06-30 09:30	5	5
2024-06-30 09:45	5	6
2024-06-30 10:00	3	4
2024-06-30 10:15	3	4
2024-06-30 10:30	8	8
2024-06-30 10:45	9	10
2024-06-30 11:00	11	11
2024-06-30 11:15	13	13
2024-06-30 11:30	16	14
2024-06-30 11:45	15	15
2024-06-30 12:00	16	17
2024-06-30 12:15	16	14
2024-06-30 12:30	15	15
2024-06-30 12:45	10	10
2024-06-30 13:00	11	11
2024-06-30 13:15	10	12
2024-06-30 13:30	8	9
2024-06-30 13:45	6	7
2024-06-30 14:00	6	6
2024-06-30 14:15	5	5
2024-06-30 14:30	5	5
2024-06-30 14:45	10	11
2024-06-30 15:00	10	11
2024-06-30 15:15	14	14
2024-06-30 15:30	14	15
2024-06-30 15:45	16	15
2024-06-30 16:00	14	14
2024-06-30 16:15	14	14
2024-06-30 16:30	20	21
2024-06-30 16:45	21	20
2024-06-30 17:00	20	21
2024-06-30 17:15	21	18
2024-06-30 17:30	29	28
2024-06-30 17:45	26	23
2024-06-30 18:00	37	36
2024-06-30 18:15	28	28
2024-06-30 18:30	29	30
2024-06-30 18:45	22	22
2024-06-30 19:00	19	19
2024-06-30 19:15	18	20
2024-06-30 19:30	13	14
2024-06-30 19:45	15	15
2024-06-30 20:00	16	18
2024-06-30 20:15	11	10
2024-06-30 20:30	9	9
2024-06-30 20:45	9	9
2024-06-30 21:00	9	10
2024-06-30 21:15	7	9
2024-06-30 21:30	5	8
2024-06-30 21:45	4	5
2024-06-30 22:00	1	3
2024-06-30 22:15	1	1
2024-06-30 22:30	1	2
2024-06-30 22:45	0	1
2024-06-30 23:00	1	3
2024-06-30 23:15	1	1
2024-06-30 23:30	0	1
2024-06-30 23:45	1	2
