时间戳	借车需求	还车需求
2024-06-19 00:00	0	1
2024-06-19 00:15	0	1
2024-06-19 00:30	1	1
2024-06-19 00:45	1	2
2024-06-19 01:00	1	2
2024-06-19 01:15	0	1
2024-06-19 01:30	1	1
2024-06-19 01:45	0	1
2024-06-19 02:00	1	1
2024-06-19 02:15	0	2
2024-06-19 02:30	1	2
2024-06-19 02:45	0	2
2024-06-19 03:00	0	3
2024-06-19 03:15	0	1
2024-06-19 03:30	1	2
2024-06-19 03:45	1	4
2024-06-19 04:00	0	1
2024-06-19 04:15	1	3
2024-06-19 04:30	0	1
2024-06-19 04:45	1	4
2024-06-19 05:00	0	1
2024-06-19 05:15	3	3
2024-06-19 05:30	2	4
2024-06-19 05:45	5	6
2024-06-19 06:00	6	7
2024-06-19 06:15	5	5
2024-06-19 06:30	10	9
2024-06-19 06:45	6	6
2024-06-19 07:00	15	16
2024-06-19 07:15	20	19
2024-06-19 07:30	19	18
2024-06-19 07:45	22	20
2024-06-19 08:00	30	31
2024-06-19 08:15	30	28
2024-06-19 08:30	23	24
2024-06-19 08:45	25	24
2024-06-19 09:00	17	16
2024-06-19 09:15	17	18
2024-06-19 09:30	15	16
2024-06-19 09:45	9	10
2024-06-19 10:00	7	9
2024-06-19 10:15	8	9
2024-06-19 10:30	10	11
2024-06-19 10:45	10	11
2024-06-19 11:00	12	13
2024-06-19 11:15	17	16
2024-06-19 11:30	14	12
2024-06-19 11:45	15	17
2024-06-19 12:00	22	21
2024-06-19 12:15	25	23
2024-06-19 12:30	13	15
2024-06-19 12:45	17	16
2024-06-19 13:00	9	9
2024-06-19 13:15	10	11
2024-06-19 13:30	9	9
2024-06-19 13:45	7	8
2024-06-19 14:00	6	6
2024-06-19 14:15	6	6
2024-06-19 14:30	10	11
2024-06-19 14:45	12	15
2024-06-19 15:00	13	12
2024-06-19 15:15	15	15
2024-06-19 15:30	20	23
2024-06-19 15:45	18	19
2024-06-19 16:00	21	20
2024-06-19 16:15	24	25
2024-06-19 16:30	24	25
2024-06-19 16:45	25	24
2024-06-19 17:00	27	25
2024-06-19 17:15	32	34
2024-06-19 17:30	27	25
2024-06-19 17:45	44	44
2024-06-19 18:00	30	28
2024-06-19 18:15	28	29
2024-06-19 18:30	22	21
2024-06-19 18:45	20	19
2024-06-19 19:00	29	26
2024-06-19 19:15	20	17
2024-06-19 19:30	27	25
2024-06-19 19:45	18	17
2024-06-19 20:00	15	17
2024-06-19 20:15	14	14
2024-06-19 20:30	18	15
2024-06-19 20:45	15	16
2024-06-19 21:00	11	11
2024-06-19 21:15	11	11
2024-06-19 21:30	6	7
2024-06-19 21:45	5	7
2024-06-19 22:00	2	4
2024-06-19 22:15	2	5
2024-06-19 22:30	2	3
2024-06-19 22:45	2	5
2024-06-19 23:00	0	1
2024-06-19 23:15	0	1
2024-06-19 23:30	1	3
2024-06-19 23:45	0	0
