时间戳	借车需求	还车需求
2024-06-27 00:00	0	0
2024-06-27 00:15	0	0
2024-06-27 00:30	0	0
2024-06-27 00:45	0	0
2024-06-27 01:00	0	0
2024-06-27 01:15	0	0
2024-06-27 01:30	0	0
2024-06-27 01:45	0	0
2024-06-27 02:00	0	0
2024-06-27 02:15	0	0
2024-06-27 02:30	0	0
2024-06-27 02:45	0	0
2024-06-27 03:00	0	0
2024-06-27 03:15	0	0
2024-06-27 03:30	0	0
2024-06-27 03:45	0	1
2024-06-27 04:00	0	1
2024-06-27 04:15	0	1
2024-06-27 04:30	1	1
2024-06-27 04:45	1	2
2024-06-27 05:00	1	1
2024-06-27 05:15	1	2
2024-06-27 05:30	2	2
2024-06-27 05:45	2	3
2024-06-27 06:00	2	5
2024-06-27 06:15	3	6
2024-06-27 06:30	4	8
2024-06-27 06:45	4	10
2024-06-27 07:00	7	14
2024-06-27 07:15	9	19
2024-06-27 07:30	11	14
2024-06-27 07:45	11	12
2024-06-27 08:00	21	9
2024-06-27 08:15	14	6
2024-06-27 08:30	15	6
2024-06-27 08:45	12	5
2024-06-27 09:00	9	6
2024-06-27 09:15	10	4
2024-06-27 09:30	6	4
2024-06-27 09:45	6	6
2024-06-27 10:00	5	6
2024-06-27 10:15	4	8
2024-06-27 10:30	5	9
2024-06-27 10:45	7	11
2024-06-27 11:00	7	13
2024-06-27 11:15	10	12
2024-06-27 11:30	11	14
2024-06-27 11:45	13	13
2024-06-27 12:00	14	12
2024-06-27 12:15	13	9
2024-06-27 12:30	14	8
2024-06-27 12:45	11	6
2024-06-27 13:00	10	6
2024-06-27 13:15	12	5
2024-06-27 13:30	6	5
2024-06-27 13:45	7	7
2024-06-27 14:00	6	6
2024-06-27 14:15	4	9
2024-06-27 14:30	6	9
2024-06-27 14:45	9	9
2024-06-27 15:00	10	9
2024-06-27 15:15	10	12
2024-06-27 15:30	11	17
2024-06-27 15:45	14	19
2024-06-27 16:00	13	19
2024-06-27 16:15	18	21
2024-06-27 16:30	20	28
2024-06-27 16:45	19	27
2024-06-27 17:00	21	28
2024-06-27 17:15	32	32
2024-06-27 17:30	30	28
2024-06-27 17:45	38	27
2024-06-27 18:00	36	29
2024-06-27 18:15	35	21
2024-06-27 18:30	36	22
2024-06-27 18:45	28	20
2024-06-27 19:00	28	14
2024-06-27 19:15	24	13
2024-06-27 19:30	23	11
2024-06-27 19:45	25	9
2024-06-27 20:00	14	8
2024-06-27 20:15	15	7
2024-06-27 20:30	9	7
2024-06-27 20:45	11	6
2024-06-27 21:00	10	5
2024-06-27 21:15	9	3
2024-06-27 21:30	9	2
2024-06-27 21:45	6	1
2024-06-27 22:00	4	2
2024-06-27 22:15	6	2
2024-06-27 22:30	2	0
2024-06-27 22:45	1	0
2024-06-27 23:00	1	0
2024-06-27 23:15	0	0
2024-06-27 23:30	0	0
2024-06-27 23:45	0	0
