时间戳	借车需求	还车需求
2024-06-19 00:00	0	0
2024-06-19 00:15	0	0
2024-06-19 00:30	0	0
2024-06-19 00:45	0	0
2024-06-19 01:00	0	0
2024-06-19 01:15	0	0
2024-06-19 01:30	0	0
2024-06-19 01:45	0	0
2024-06-19 02:00	0	0
2024-06-19 02:15	0	0
2024-06-19 02:30	0	0
2024-06-19 02:45	0	0
2024-06-19 03:00	0	0
2024-06-19 03:15	0	0
2024-06-19 03:30	0	1
2024-06-19 03:45	0	1
2024-06-19 04:00	0	0
2024-06-19 04:15	0	0
2024-06-19 04:30	1	1
2024-06-19 04:45	1	1
2024-06-19 05:00	1	1
2024-06-19 05:15	1	1
2024-06-19 05:30	1	2
2024-06-19 05:45	2	5
2024-06-19 06:00	2	3
2024-06-19 06:15	2	3
2024-06-19 06:30	3	6
2024-06-19 06:45	4	5
2024-06-19 07:00	4	7
2024-06-19 07:15	7	10
2024-06-19 07:30	9	12
2024-06-19 07:45	9	12
2024-06-19 08:00	22	18
2024-06-19 08:15	13	4
2024-06-19 08:30	17	8
2024-06-19 08:45	13	7
2024-06-19 09:00	7	3
2024-06-19 09:15	9	4
2024-06-19 09:30	6	6
2024-06-19 09:45	7	4
2024-06-19 10:00	6	8
2024-06-19 10:15	4	7
2024-06-19 10:30	6	9
2024-06-19 10:45	6	9
2024-06-19 11:00	6	9
2024-06-19 11:15	7	10
2024-06-19 11:30	11	14
2024-06-19 11:45	11	14
2024-06-19 12:00	13	7
2024-06-19 12:15	15	4
2024-06-19 12:30	11	8
2024-06-19 12:45	8	8
2024-06-19 13:00	9	6
2024-06-19 13:15	4	5
2024-06-19 13:30	5	4
2024-06-19 13:45	7	5
2024-06-19 14:00	5	6
2024-06-19 14:15	5	6
2024-06-19 14:30	6	6
2024-06-19 14:45	6	6
2024-06-19 15:00	8	9
2024-06-19 15:15	8	10
2024-06-19 15:30	9	10
2024-06-19 15:45	9	12
2024-06-19 16:00	13	15
2024-06-19 16:15	12	13
2024-06-19 16:30	12	13
2024-06-19 16:45	11	14
2024-06-19 17:00	15	18
2024-06-19 17:15	20	22
2024-06-19 17:30	16	18
2024-06-19 17:45	24	23
2024-06-19 18:00	26	18
2024-06-19 18:15	22	12
2024-06-19 18:30	21	11
2024-06-19 18:45	20	10
2024-06-19 19:00	20	8
2024-06-19 19:15	13	13
2024-06-19 19:30	14	7
2024-06-19 19:45	9	7
2024-06-19 20:00	9	8
2024-06-19 20:15	7	6
2024-06-19 20:30	7	5
2024-06-19 20:45	7	5
2024-06-19 21:00	5	3
2024-06-19 21:15	4	4
2024-06-19 21:30	4	1
2024-06-19 21:45	3	1
2024-06-19 22:00	3	2
2024-06-19 22:15	2	0
2024-06-19 22:30	1	1
2024-06-19 22:45	1	0
2024-06-19 23:00	1	0
2024-06-19 23:15	0	0
2024-06-19 23:30	0	0
2024-06-19 23:45	0	0
