时间戳	借车需求	还车需求
2024-06-27 00:00	0	0
2024-06-27 00:15	7	0
2024-06-27 00:30	0	0
2024-06-27 00:45	0	8
2024-06-27 01:00	1	0
2024-06-27 01:15	0	2
2024-06-27 01:30	0	0
2024-06-27 01:45	0	0
2024-06-27 02:00	3	4
2024-06-27 02:15	0	10
2024-06-27 02:30	0	1
2024-06-27 02:45	0	2
2024-06-27 03:00	9	0
2024-06-27 03:15	10	0
2024-06-27 03:30	5	8
2024-06-27 03:45	0	2
2024-06-27 04:00	10	0
2024-06-27 04:15	0	0
2024-06-27 04:30	14	1
2024-06-27 04:45	0	0
2024-06-27 05:00	15	0
2024-06-27 05:15	8	0
2024-06-27 05:30	0	3
2024-06-27 05:45	1	1
2024-06-27 06:00	18	0
2024-06-27 06:15	12	0
2024-06-27 06:30	11	10
2024-06-27 06:45	12	0
2024-06-27 07:00	46	15
2024-06-27 07:15	24	3
2024-06-27 07:30	35	21
2024-06-27 07:45	40	6
2024-06-27 08:00	51	42
2024-06-27 08:15	65	17
2024-06-27 08:30	55	36
2024-06-27 08:45	44	40
2024-06-27 09:00	14	48
2024-06-27 09:15	22	41
2024-06-27 09:30	28	49
2024-06-27 09:45	17	54
2024-06-27 10:00	9	34
2024-06-27 10:15	18	34
2024-06-27 10:30	10	17
2024-06-27 10:45	5	23
2024-06-27 11:00	12	0
2024-06-27 11:15	25	17
2024-06-27 11:30	9	10
2024-06-27 11:45	19	13
2024-06-27 12:00	17	10
2024-06-27 12:15	17	20
2024-06-27 12:30	16	20
2024-06-27 12:45	9	4
2024-06-27 13:00	16	9
2024-06-27 13:15	24	30
2024-06-27 13:30	21	19
2024-06-27 13:45	24	25
2024-06-27 14:00	3	16
2024-06-27 14:15	4	17
2024-06-27 14:30	0	0
2024-06-27 14:45	10	14
2024-06-27 15:00	18	4
2024-06-27 15:15	6	0
2024-06-27 15:30	21	14
2024-06-27 15:45	15	5
2024-06-27 16:00	34	20
2024-06-27 16:15	43	12
2024-06-27 16:30	34	8
2024-06-27 16:45	72	24
2024-06-27 17:00	48	25
2024-06-27 17:15	64	21
2024-06-27 17:30	53	52
2024-06-27 17:45	69	59
2024-06-27 18:00	51	22
2024-06-27 18:15	80	44
2024-06-27 18:30	80	74
2024-06-27 18:45	80	80
2024-06-27 19:00	77	39
2024-06-27 19:15	70	74
2024-06-27 19:30	62	80
2024-06-27 19:45	54	47
2024-06-27 20:00	41	80
2024-06-27 20:15	17	80
2024-06-27 20:30	35	76
2024-06-27 20:45	20	30
2024-06-27 21:00	12	64
2024-06-27 21:15	12	25
2024-06-27 21:30	15	33
2024-06-27 21:45	20	20
2024-06-27 22:00	6	36
2024-06-27 22:15	0	13
2024-06-27 22:30	3	18
2024-06-27 22:45	6	0
2024-06-27 23:00	6	16
2024-06-27 23:15	0	8
2024-06-27 23:30	6	15
2024-06-27 23:45	6	6
