时间戳	借车需求	还车需求
2024-06-29 00:00	0	0
2024-06-29 00:15	2	0
2024-06-29 00:30	12	2
2024-06-29 00:45	0	0
2024-06-29 01:00	0	5
2024-06-29 01:15	0	0
2024-06-29 01:30	5	8
2024-06-29 01:45	0	0
2024-06-29 02:00	0	6
2024-06-29 02:15	0	0
2024-06-29 02:30	16	10
2024-06-29 02:45	0	1
2024-06-29 03:00	0	0
2024-06-29 03:15	0	11
2024-06-29 03:30	0	0
2024-06-29 03:45	9	7
2024-06-29 04:00	0	3
2024-06-29 04:15	3	1
2024-06-29 04:30	4	0
2024-06-29 04:45	2	0
2024-06-29 05:00	0	2
2024-06-29 05:15	1	6
2024-06-29 05:30	3	3
2024-06-29 05:45	6	6
2024-06-29 06:00	15	0
2024-06-29 06:15	0	0
2024-06-29 06:30	18	15
2024-06-29 06:45	4	7
2024-06-29 07:00	20	15
2024-06-29 07:15	15	2
2024-06-29 07:30	18	2
2024-06-29 07:45	31	10
2024-06-29 08:00	50	15
2024-06-29 08:15	23	10
2024-06-29 08:30	27	39
2024-06-29 08:45	46	51
2024-06-29 09:00	18	39
2024-06-29 09:15	11	44
2024-06-29 09:30	11	26
2024-06-29 09:45	22	35
2024-06-29 10:00	4	50
2024-06-29 10:15	1	51
2024-06-29 10:30	21	26
2024-06-29 10:45	11	30
2024-06-29 11:00	12	0
2024-06-29 11:15	21	21
2024-06-29 11:30	7	6
2024-06-29 11:45	10	10
2024-06-29 12:00	8	8
2024-06-29 12:15	39	5
2024-06-29 12:30	28	13
2024-06-29 12:45	11	25
2024-06-29 13:00	21	1
2024-06-29 13:15	25	37
2024-06-29 13:30	18	9
2024-06-29 13:45	14	12
2024-06-29 14:00	6	26
2024-06-29 14:15	2	10
2024-06-29 14:30	8	2
2024-06-29 14:45	14	16
2024-06-29 15:00	3	11
2024-06-29 15:15	15	9
2024-06-29 15:30	12	22
2024-06-29 15:45	20	11
2024-06-29 16:00	7	9
2024-06-29 16:15	25	13
2024-06-29 16:30	38	18
2024-06-29 16:45	44	16
2024-06-29 17:00	61	49
2024-06-29 17:15	55	9
2024-06-29 17:30	66	61
2024-06-29 17:45	52	51
2024-06-29 18:00	53	54
2024-06-29 18:15	80	31
2024-06-29 18:30	80	39
2024-06-29 18:45	80	80
2024-06-29 19:00	78	40
2024-06-29 19:15	66	67
2024-06-29 19:30	36	80
2024-06-29 19:45	67	47
2024-06-29 20:00	23	78
2024-06-29 20:15	24	67
2024-06-29 20:30	29	43
2024-06-29 20:45	12	14
2024-06-29 21:00	23	57
2024-06-29 21:15	23	36
2024-06-29 21:30	26	24
2024-06-29 21:45	19	28
2024-06-29 22:00	15	15
2024-06-29 22:15	11	6
2024-06-29 22:30	2	3
2024-06-29 22:45	0	3
2024-06-29 23:00	7	15
2024-06-29 23:15	8	0
2024-06-29 23:30	0	12
2024-06-29 23:45	0	9
