时间戳	借车需求	还车需求
2024-06-17 00:00	0	0
2024-06-17 00:15	0	0
2024-06-17 00:30	0	0
2024-06-17 00:45	0	0
2024-06-17 01:00	0	0
2024-06-17 01:15	0	0
2024-06-17 01:30	0	0
2024-06-17 01:45	0	0
2024-06-17 02:00	0	0
2024-06-17 02:15	0	0
2024-06-17 02:30	0	0
2024-06-17 02:45	0	0
2024-06-17 03:00	0	1
2024-06-17 03:15	0	1
2024-06-17 03:30	0	1
2024-06-17 03:45	1	2
2024-06-17 04:00	1	2
2024-06-17 04:15	1	2
2024-06-17 04:30	2	3
2024-06-17 04:45	2	2
2024-06-17 05:00	2	5
2024-06-17 05:15	3	4
2024-06-17 05:30	2	8
2024-06-17 05:45	4	9
2024-06-17 06:00	6	10
2024-06-17 06:15	7	14
2024-06-17 06:30	7	14
2024-06-17 06:45	13	20
2024-06-17 07:00	15	26
2024-06-17 07:15	20	25
2024-06-17 07:30	23	25
2024-06-17 07:45	25	17
2024-06-17 08:00	20	17
2024-06-17 08:15	16	12
2024-06-17 08:30	16	11
2024-06-17 08:45	16	9
2024-06-17 09:00	13	9
2024-06-17 09:15	11	6
2024-06-17 09:30	7	4
2024-06-17 09:45	7	6
2024-06-17 10:00	6	5
2024-06-17 10:15	4	8
2024-06-17 10:30	5	9
2024-06-17 10:45	8	8
2024-06-17 11:00	8	12
2024-06-17 11:15	11	14
2024-06-17 11:30	12	14
2024-06-17 11:45	12	11
2024-06-17 12:00	13	13
2024-06-17 12:15	13	11
2024-06-17 12:30	12	10
2024-06-17 12:45	9	7
2024-06-17 13:00	11	6
2024-06-17 13:15	10	5
2024-06-17 13:30	10	6
2024-06-17 13:45	7	6
2024-06-17 14:00	6	7
2024-06-17 14:15	5	7
2024-06-17 14:30	7	9
2024-06-17 14:45	6	9
2024-06-17 15:00	6	11
2024-06-17 15:15	8	9
2024-06-17 15:30	8	13
2024-06-17 15:45	9	12
2024-06-17 16:00	9	19
2024-06-17 16:15	14	21
2024-06-17 16:30	19	23
2024-06-17 16:45	18	22
2024-06-17 17:00	20	28
2024-06-17 17:15	21	26
2024-06-17 17:30	21	23
2024-06-17 17:45	30	29
2024-06-17 18:00	27	24
2024-06-17 18:15	24	21
2024-06-17 18:30	25	17
2024-06-17 18:45	21	16
2024-06-17 19:00	21	12
2024-06-17 19:15	17	11
2024-06-17 19:30	15	9
2024-06-17 19:45	16	6
2024-06-17 20:00	9	7
2024-06-17 20:15	10	6
2024-06-17 20:30	7	7
2024-06-17 20:45	5	4
2024-06-17 21:00	5	2
2024-06-17 21:15	4	2
2024-06-17 21:30	4	2
2024-06-17 21:45	2	1
2024-06-17 22:00	2	1
2024-06-17 22:15	2	1
2024-06-17 22:30	1	0
2024-06-17 22:45	1	0
2024-06-17 23:00	1	0
2024-06-17 23:15	0	0
2024-06-17 23:30	0	0
2024-06-17 23:45	0	0
